Age,Married,Number of Dependents,Number of Referrals,Phone Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data,Paperless Billing,Payment Method,Total Revenue,Satisfaction Score,Churn Value,CLTV,Gender_Female,Gender_Male,Multiple Lines_No,Multiple Lines_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Music_No,Streaming Music_Yes,Streaming Movies_No,Streaming Movies_Yes,Contract_mapeada,Offer_mapeada
1.1428571428571428,1,0.0,0.0,0,2,-0.375,1,1,0,1,0,1,2,-0.4879514066982011,0.0,1,0.4727463312368973,0,1,1,0,1,0,1,0,0,1,0,5
1.0,0,1.0,0.3333333333333333,1,3,0.0,1,0,1,1,1,1,1,-0.25893552554092825,0.0,1,0.40408805031446543,1,0,0,1,1,0,1,0,1,0,0,4
0.8928571428571429,1,3.0,0.0,1,3,1.4583333333333333,1,1,1,1,1,1,2,-0.04836296802872288,-1.0,1,-0.7085953878406709,0,1,0,1,0,1,0,1,0,1,0,3
1.1428571428571428,0,1.0,0.3333333333333333,1,3,-0.20833333333333334,1,0,0,1,1,1,2,0.20908607359282688,-1.0,1,0.4224318658280922,1,0,1,0,0,1,1,0,0,1,0,2
1.2142857142857142,0,1.0,0.3333333333333333,1,3,-0.125,1,1,1,1,1,1,2,0.2345628882430045,-1.0,1,-0.910901467505241,1,0,0,1,1,0,1,0,1,0,0,2
0.9285714285714286,1,1.0,0.0,1,3,0.041666666666666664,1,1,0,1,0,1,2,0.028699112858798198,-2.0,1,0.05607966457023061,1,0,0,1,1,0,1,0,1,0,0,2
1.0714285714285714,0,2.0,0.3333333333333333,1,3,0.5416666666666666,1,1,1,1,1,1,0,-0.4817585152257747,-1.0,1,-0.2971698113207547,1,0,1,0,1,0,1,0,1,0,0,4
0.7142857142857143,0,0.0,2.0,0,2,0.2916666666666667,1,0,0,1,1,1,2,0.11770768032522175,-2.0,1,0.47851153039832284,0,1,1,0,1,0,1,0,0,1,0,1
0.8571428571428571,1,2.0,0.0,1,3,0.08333333333333333,1,1,1,1,1,1,0,-0.07308941699435806,-1.0,1,0.6215932914046122,1,0,0,1,1,0,1,0,1,0,0,3
1.1071428571428572,1,2.0,0.0,1,3,0.041666666666666664,0,1,1,1,0,0,2,-0.3403597006135902,-1.0,1,-0.05870020964360587,1,0,1,0,1,0,1,0,1,0,0,4
1.1428571428571428,1,1.0,0.0,1,3,0.5,1,0,1,1,0,1,2,-0.17732375904713063,-2.0,1,0.7594339622641509,1,0,1,0,0,1,1,0,0,1,0,3
0.6785714285714286,1,0.0,0.0,1,3,0.5,1,0,1,1,1,1,2,-0.1433293440474156,-2.0,1,0.044549266247379454,0,1,1,0,1,0,1,0,1,0,0,3
1.1071428571428572,0,0.0,0.3333333333333333,0,2,-0.20833333333333334,1,0,1,1,1,0,2,-0.49256995497805905,-1.0,1,0.679769392033543,0,1,1,0,0,1,1,0,1,0,0,4
0.75,1,0.0,0.0,0,2,0.4583333333333333,1,1,0,1,1,1,2,-0.4707238654280884,-1.0,1,-1.1619496855345912,0,1,1,0,1,0,0,1,0,1,0,4
0.7857142857142857,1,0.0,0.0,1,1,-0.25,1,0,0,1,0,1,2,-0.07489646853213278,-2.0,1,-1.0676100628930818,0,1,0,1,0,1,1,0,0,1,0,3
0.7857142857142857,1,0.0,0.0,1,3,-0.3333333333333333,1,1,1,0,1,1,2,-0.10744239281168677,-2.0,1,-0.3778825995807128,1,0,1,0,0,1,0,1,0,1,0,3
0.7142857142857143,1,0.0,0.0,1,3,-0.4166666666666667,1,0,1,1,1,1,2,-0.3547045078930872,-1.0,1,-0.09748427672955975,0,1,1,0,1,0,1,0,1,0,0,5
0.8214285714285714,1,0.0,0.0,1,3,-0.08333333333333333,1,1,1,1,1,1,2,0.08050521456659253,-1.0,1,-1.3170859538784068,0,1,0,1,1,0,1,0,1,0,0,2
1.0,1,0.0,0.0,1,3,-0.625,1,1,1,1,1,1,2,-0.37803470678748513,0.0,1,-0.44758909853249473,1,0,0,1,0,1,1,0,0,1,0,4
1.0714285714285714,0,0.0,0.6666666666666666,1,3,-0.2916666666666667,1,1,1,1,1,1,2,0.40455158526623736,-1.0,1,-0.22327044025157233,0,1,0,1,1,0,1,0,1,0,0,2
1.1071428571428572,0,0.0,0.3333333333333333,1,1,-0.20833333333333334,1,1,0,1,1,1,2,0.11941737429000211,-1.0,1,-1.2154088050314464,0,1,1,0,0,1,0,1,0,1,0,2
0.8571428571428571,1,0.0,0.0,1,2,-0.5,0,0,1,0,1,0,2,0.6857463763986247,-2.0,1,-0.20020964360587,1,0,0,1,0,1,0,1,0,1,1,1
